municipality_code,municipality_name,period,gdp_current_brl_thousand
2411502,Santo Antônio - RN,2021,302532.522
2411601,São Bento do Norte - RN,2021,549241.307
2411700,São Bento do Trairí - RN,2021,45622.513
2411809,São Fernando - RN,2021,63596.419
2411908,São Francisco do Oeste - RN,2021,54446.801
2412005,São Gonçalo do Amarante - RN,2021,1905640.708
2412104,São João do Sabugi - RN,2021,84585.211
2412203,São José de Mipibu - RN,2021,1040955.618
2412302,São José do Campestre - RN,2021,125089.897
2412401,São José do Seridó - RN,2021,83853.885
2412500,São Miguel - RN,2021,319739.86
2412559,São Miguel do Gostoso - RN,2021,492637.037
2412609,São Paulo do Potengi - RN,2021,231551.94
2412708,São Pedro - RN,2021,55799.443
2412807,São Rafael - RN,2021,88674.342
2412906,São Tomé - RN,2021,111773.156
2413003,São Vicente - RN,2021,76920.408
2413102,Senador Elói de Souza - RN,2021,60474.83
2413201,Senador Georgino Avelino - RN,2021,116485.756
2413300,Serra de São Bento - RN,2021,57409.611
2413359,Serra do Mel - RN,2021,858720.705
2413409,Serra Negra do Norte - RN,2021,118874.306
2413508,Serrinha - RN,2021,71896.85
2413557,Serrinha dos Pintos - RN,2021,49786.348
2413607,Severiano Melo - RN,2021,63098.203
2413706,Sítio Novo - RN,2021,53783.104
2413805,Taboleiro Grande - RN,2021,32472.004
2413904,Taipu - RN,2021,155197.134
2414001,Tangará - RN,2021,201782.164
2414100,Tenente Ananias - RN,2021,113585.861
2414159,Tenente Laurentino Cruz - RN,2021,107283.971
2414209,Tibau do Sul - RN,2021,415828.65
2414308,Timbaúba dos Batistas - RN,2021,43617.334
2414407,Touros - RN,2021,814837.827
2414456,Triunfo Potiguar - RN,2021,45829.479
2414506,Umarizal - RN,2021,151205.386
2414605,Upanema - RN,2021,214152.413
2414704,Várzea - RN,2021,56555.177
2414753,Venha-Ver - RN,2021,43201.82
2414803,Vera Cruz - RN,2021,133469.11
2414902,Viçosa - RN,2021,23238.192
2415008,Vila Flor - RN,2021,44402.939
2500106,Água Branca - PB,2021,92268.329
2500205,Aguiar - PB,2021,60255.576
2500304,Alagoa Grande - PB,2021,300766.384
2500403,Alagoa Nova - PB,2021,335568.446
2500502,Alagoinha - PB,2021,138844.393
2500536,Alcantil - PB,2021,55221.414
2500577,Algodão de Jandaíra - PB,2021,28687.686
2500601,Alhandra - PB,2021,3391901.194
2500700,São João do Rio do Peixe - PB,2021,226325.939
2500734,Amparo - PB,2021,29514.119
2500775,Aparecida - PB,2021,105562.098
2500809,Araçagi - PB,2021,186120.697
2500908,Arara - PB,2021,112505.436
2501005,Araruna - PB,2021,204617.85
2501104,Areia - PB,2021,258030.317
2501153,Areia de Baraúnas - PB,2021,26145.736
2501203,Areial - PB,2021,62685.654
2501302,Aroeiras - PB,2021,286086.029
2501351,Assunção - PB,2021,48604.696
2501401,Baía da Traição - PB,2021,108130.005
2501500,Bananeiras - PB,2021,279646.766
2501534,Baraúna - PB,2021,49872.389
2501575,Barra de Santana - PB,2021,90979.711
2501609,Barra de Santa Rosa - PB,2021,151139.756
2501708,Barra de São Miguel - PB,2021,85061.057
2501807,Bayeux - PB,2021,1367699.814
2501906,Belém - PB,2021,217641.894
2502003,Belém do Brejo do Cruz - PB,2021,78753.671
2502052,Bernardino Batista - PB,2021,40114.689
2502102,Boa Ventura - PB,2021,51771.123
2502151,Boa Vista - PB,2021,203601.208
2502201,Bom Jesus - PB,2021,32154.436
2502300,Bom Sucesso - PB,2021,54737.575
2502409,Bonito de Santa Fé - PB,2021,96759.554
2502508,Boqueirão - PB,2021,260286.609
2502607,Igaracy - PB,2021,60876.703
2502706,Borborema - PB,2021,69315.43
2502805,Brejo do Cruz - PB,2021,147569.408
2502904,Brejo dos Santos - PB,2021,64523.189
2503001,Caaporã - PB,2021,416707.206
2503100,Cabaceiras - PB,2021,116783.766
2503209,Cabedelo - PB,2021,3137677.146
2503308,Cachoeira dos Índios - PB,2021,125141.305
2503407,Cacimba de Areia - PB,2021,39216.719
2503506,Cacimba de Dentro - PB,2021,154292.868
2503555,Cacimbas - PB,2021,67250.752
2503605,Caiçara - PB,2021,65797.414
2503704,Cajazeiras - PB,2021,1231837.204
2503753,Cajazeirinhas - PB,2021,42139.939
2503803,Caldas Brandão - PB,2021,74926.873
2503902,Camalaú - PB,2021,71860.25
2504009,Campina Grande - PB,2021,10349781.259
2504033,Capim - PB,2021,75876.451
2504074,Caraúbas - PB,2021,42316.594
2504108,Carrapateira - PB,2021,31011.398
2504157,Casserengue - PB,2021,70121.843
2504207,Catingueira - PB,2021,53094.909
2504306,Catolé do Rocha - PB,2021,506808.837
2504355,Caturité - PB,2021,61814.279
2504405,Conceição - PB,2021,209556.099
2504504,Condado - PB,2021,90622.792
2504603,Conde - PB,2021,1274198.467
2504702,Congo - PB,2021,61917.353
2504801,Coremas - PB,2021,250138.181
2504850,Coxixola - PB,2021,24115.038
2504900,Cruz do Espírito Santo - PB,2021,191763.519
2505006,Cubati - PB,2021,76970.307
2505105,Cuité - PB,2021,220942.764
2505204,Cuitegi - PB,2021,66816.871
2505238,Cuité de Mamanguape - PB,2021,74254.219
2505279,Curral de Cima - PB,2021,55713.98
2505303,Curral Velho - PB,2021,26853.33
2505352,Damião - PB,2021,50367.937
2505402,Desterro - PB,2021,72919.876
2505501,Vista Serrana - PB,2021,39511.31
2505600,Diamante - PB,2021,59526.827
2505709,Dona Inês - PB,2021,94022.083
2505808,Duas Estradas - PB,2021,45155.445
2505907,Emas - PB,2021,41741.393
2506004,Esperança - PB,2021,709828.042
2506103,Fagundes - PB,2021,105578.849
2506202,Frei Martinho - PB,2021,30352.454
2506251,Gado Bravo - PB,2021,76349.59
2506301,Guarabira - PB,2021,1778823.634
2506400,Gurinhém - PB,2021,151393.058
2506509,Gurjão - PB,2021,38416.956
2506608,Ibiara - PB,2021,58012.33
2506707,Imaculada - PB,2021,98469.848
2506806,Ingá - PB,2021,195441.872
2506905,Itabaiana - PB,2021,336826.15
2507002,Itaporanga - PB,2021,342218.929
2507101,Itapororoca - PB,2021,206833.518
2507200,Itatuba - PB,2021,154473.656
2507309,Jacaraú - PB,2021,165480.781
2507408,Jericó - PB,2021,76561.037
2507507,João Pessoa - PB,2021,21865637.262
2507606,Juarez Távora - PB,2021,73278.783
2507705,Juazeirinho - PB,2021,210737.821
2507804,Junco do Seridó - PB,2021,96810.665
2507903,Juripiranga - PB,2021,117630.635
2508000,Juru - PB,2021,87525.431
2508109,Lagoa - PB,2021,51363.875
2508208,Lagoa de Dentro - PB,2021,83715.713
2508307,Lagoa Seca - PB,2021,310520.156
2508406,Lastro - PB,2021,29567.105
2508505,Livramento - PB,2021,70181.883
2508554,Logradouro - PB,2021,48758.984
2508604,Lucena - PB,2021,222861.622
2508703,Mãe d'Água - PB,2021,38696.08
2508802,Malta - PB,2021,79950.894
2508901,Mamanguape - PB,2021,807656.62
2509008,Manaíra - PB,2021,101622.726
2509057,Marcação - PB,2021,104109.603
2509107,Mari - PB,2021,242495.905
2509156,Marizópolis - PB,2021,82150.794
2509206,Massaranduba - PB,2021,130597.301
2509305,Mataraca - PB,2021,229876.266
2509339,Matinhas - PB,2021,54111.17
2509370,Mato Grosso - PB,2021,31916.145
2509396,Maturéia - PB,2021,61961.897
2509404,Mogeiro - PB,2021,164587.968
2509503,Montadas - PB,2021,55404.905
2509602,Monte Horebe - PB,2021,48172.954
2509701,Monteiro - PB,2021,636488.171
2509800,Mulungu - PB,2021,98546.578
2509909,Natuba - PB,2021,95639.02
2510006,Nazarezinho - PB,2021,66198.385
2510105,Nova Floresta - PB,2021,99828.004
2510204,Nova Olinda - PB,2021,57973.233
2510303,Nova Palmeira - PB,2021,49110.651
2510402,Olho d'Água - PB,2021,62017.957
2510501,Olivedos - PB,2021,43664.376
2510600,Ouro Velho - PB,2021,38370.596
2510659,Parari - PB,2021,21547.024
2510709,Passagem - PB,2021,28934.734
2510808,Patos - PB,2021,1998301.563
2510907,Paulista - PB,2021,157585.972
2511004,Pedra Branca - PB,2021,37568.346
2511103,Pedra Lavrada - PB,2021,80276.354
2511202,Pedras de Fogo - PB,2021,656965.579
2511301,Piancó - PB,2021,206945.862
2511400,Picuí - PB,2021,213731.075
2511509,Pilar - PB,2021,122046.864
2511608,Pilões - PB,2021,95608.755
2511707,Pilõezinhos - PB,2021,51324.387
2511806,Pirpirituba - PB,2021,95326.544
2511905,Pitimbu - PB,2021,431303.626
2512002,Pocinhos - PB,2021,285030.661
2512036,Poço Dantas - PB,2021,40317.935
2512077,Poço de José de Moura - PB,2021,46932.259
2512101,Pombal - PB,2021,466595.668
2512200,Prata - PB,2021,64814.204
2512309,Princesa Isabel - PB,2021,266953.66
2512408,Puxinanã - PB,2021,138075.032
2512507,Queimadas - PB,2021,607307.066
2512606,Quixaba - PB,2021,26817.522
2512705,Remígio - PB,2021,181633.355
2512721,Pedro Régis - PB,2021,57292.084
2512747,Riachão - PB,2021,36561.531
2512754,Riachão do Bacamarte - PB,2021,50199.291
2512762,Riachão do Poço - PB,2021,56333.872
2512788,Riacho de Santo Antônio - PB,2021,30615.624
2512804,Riacho dos Cavalos - PB,2021,92853.892
2512903,Rio Tinto - PB,2021,323318.1
2513000,Salgadinho - PB,2021,33512.935
2513109,Salgado de São Félix - PB,2021,129056.651
2513158,Santa Cecília - PB,2021,65825.547
2513208,Santa Cruz - PB,2021,62328.896
2513307,Santa Helena - PB,2021,62386.696
2513356,Santa Inês - PB,2021,36844.836
2513406,Santa Luzia - PB,2021,372902.523
2513505,Santana de Mangueira - PB,2021,51163.894
2513604,Santana dos Garrotes - PB,2021,67490.798
2513653,Joca Claudino - PB,2021,33077.336
2513703,Santa Rita - PB,2021,2580592.377
2513802,Santa Teresinha - PB,2021,57291.597
2513851,Santo André - PB,2021,29441.149
2513901,São Bento - PB,2021,568730.73
2513927,São Bentinho - PB,2021,55646.963
2513943,São Domingos do Cariri - PB,2021,28820.694
2513968,São Domingos - PB,2021,36270.156
2513984,São Francisco - PB,2021,39305.466
2514008,São João do Cariri - PB,2021,55475.906
2514107,São João do Tigre - PB,2021,41003.915
2514206,São José da Lagoa Tapada - PB,2021,72191.667
2514305,São José de Caiana - PB,2021,55708.444
2514404,São José de Espinharas - PB,2021,55035.239
2514453,São José dos Ramos - PB,2021,86773.086
2514503,São José de Piranhas - PB,2021,230936.31
2514552,São José de Princesa - PB,2021,34093.356
2514602,São José do Bonfim - PB,2021,32491.339
2514651,São José do Brejo do Cruz - PB,2021,29166.476
2514701,São José do Sabugi - PB,2021,125303.005
2514800,São José dos Cordeiros - PB,2021,37037.158
2514909,São Mamede - PB,2021,82590.795
2515005,São Miguel de Taipu - PB,2021,82966.342
2515104,São Sebastião de Lagoa de Roça - PB,2021,106030.506
2515203,São Sebastião do Umbuzeiro - PB,2021,40497.124
2515302,Sapé - PB,2021,677858.353
2515401,São Vicente do Seridó - PB,2021,90035.124
2515500,Serra Branca - PB,2021,148075.963
2515609,Serra da Raiz - PB,2021,37106.652
2515708,Serra Grande - PB,2021,33250.514
2515807,Serra Redonda - PB,2021,71257.905
2515906,Serraria - PB,2021,67797.776
2515930,Sertãozinho - PB,2021,55027.005
2515971,Sobrado - PB,2021,113089.087
2516003,Solânea - PB,2021,353670.151
2516102,Soledade - PB,2021,253441.169
2516151,Sossêgo - PB,2021,38788.519
2516201,Sousa - PB,2021,1320172.533
2516300,Sumé - PB,2021,201612.557
2516409,Tacima - PB,2021,91865.362
2516508,Taperoá - PB,2021,139501.419
2516607,Tavares - PB,2021,140211.081
2516706,Teixeira - PB,2021,169461.384
2516755,Tenório - PB,2021,34674.924
2516805,Triunfo - PB,2021,87702.477
2516904,Uiraúna - PB,2021,193070.808
2517001,Umbuzeiro - PB,2021,91269.936
2517100,Várzea - PB,2021,37673.128
2517209,Vieirópolis - PB,2021,52850.64
2517407,Zabelê - PB,2021,27047.587
2600054,Abreu e Lima - PE,2021,1724257.659
2600104,Afogados da Ingazeira - PE,2021,541816.47
2600203,Afrânio - PE,2021,209814.557
2600302,Agrestina - PE,2021,352858.433
2600401,Água Preta - PE,2021,259866.491
2600500,Águas Belas - PE,2021,401110.734
2600609,Alagoinha - PE,2021,144944.925
2600708,Aliança - PE,2021,413314.494
2600807,Altinho - PE,2021,222588.795
2600906,Amaraji - PE,2021,294407.127
2601003,Angelim - PE,2021,142259.856
2601052,Araçoiaba - PE,2021,161884.451
2601102,Araripina - PE,2021,1272091.772
2601201,Arcoverde - PE,2021,1215382.889
2601300,Barra de Guabiraba - PE,2021,146942.971
2601409,Barreiros - PE,2021,503988.293
2601508,Belém de Maria - PE,2021,99499.448
2601607,Belém do São Francisco - PE,2021,366293.143
2601706,Belo Jardim - PE,2021,2765036.424
2601805,Betânia - PE,2021,105307.489
2601904,Bezerros - PE,2021,962826.016
2602001,Bodocó - PE,2021,317010.407
2602100,Bom Conselho - PE,2021,643150.606
2602209,Bom Jardim - PE,2021,366987.87
2602308,Bonito - PE,2021,539340.172
2602407,Brejão - PE,2021,183678.548
2602506,Brejinho - PE,2021,83878.511
2602605,Brejo da Madre de Deus - PE,2021,461357.176
2602704,Buenos Aires - PE,2021,133151.668
2602803,Buíque - PE,2021,549014.687
2602902,Cabo de Santo Agostinho - PE,2021,13706388.877
2603009,Cabrobó - PE,2021,440863.485
2603108,Cachoeirinha - PE,2021,254368.817
2603207,Caetés - PE,2021,423726.62
2603306,Calçado - PE,2021,115298.866
2603405,Calumbi - PE,2021,50299.999
2603454,Camaragibe - PE,2021,2229679.55
2603504,Camocim de São Félix - PE,2021,181160.709
2603603,Camutanga - PE,2021,285368.854
2603702,Canhotinho - PE,2021,253171.467
2603801,Capoeiras - PE,2021,244053.554
2603900,Carnaíba - PE,2021,193545.51
2603926,Carnaubeira da Penha - PE,2021,83422.735
2604007,Carpina - PE,2021,1744915.053
2604106,Caruaru - PE,2021,8663524.838
2604155,Casinhas - PE,2021,101521.112
2604205,Catende - PE,2021,360566.492
2604304,Cedro - PE,2021,125401.266
2604403,Chã de Alegria - PE,2021,168757.841
2604502,Chã Grande - PE,2021,251192.832
2604601,Condado - PE,2021,250915.369
2604700,Correntes - PE,2021,192015.502
2604809,Cortês - PE,2021,121502.409
2604908,Cumaru - PE,2021,109260.119
2605004,Cupira - PE,2021,283576.106
2605103,Custódia - PE,2021,593879.93
2605152,Dormentes - PE,2021,246022.559
2605202,Escada - PE,2021,1306431.048
2605301,Exu - PE,2021,325117.198
2605400,Feira Nova - PE,2021,247549.736
2605459,Fernando de Noronha - PE,2021,229561.042
2605509,Ferreiros - PE,2021,132502.788
2605608,Flores - PE,2021,192901.673
2605707,Floresta - PE,2021,445213.144
2605806,Frei Miguelinho - PE,2021,131441.259
2605905,Gameleira - PE,2021,274257.646
2606002,Garanhuns - PE,2021,3077111.825
2606101,Glória do Goitá - PE,2021,554616.349
2606200,Goiana - PE,2021,10662963.847
2606309,Granito - PE,2021,78431.653
2606408,Gravatá - PE,2021,1359681.438
2606507,Iati - PE,2021,195800.31
2606606,Ibimirim - PE,2021,330118.945
2606705,Ibirajuba - PE,2021,85527.388
2606804,Igarassu - PE,2021,3471426.905
2606903,Iguaracy - PE,2021,112369.307
2607000,Inajá - PE,2021,196879.956
2607109,Ingazeira - PE,2021,50497.19
2607208,Ipojuca - PE,2021,14929346.492
2607307,Ipubi - PE,2021,340374.467
2607406,Itacuruba - PE,2021,71285.977
2607505,Itaíba - PE,2021,283413.471
2607604,Ilha de Itamaracá - PE,2021,299232.343
2607653,Itambé - PE,2021,522657.422
2607703,Itapetim - PE,2021,139873.235
2607752,Itapissuma - PE,2021,2383640.539
2607802,Itaquitinga - PE,2021,160856.66
2607901,Jaboatão dos Guararapes - PE,2021,16133556.245
2607950,Jaqueira - PE,2021,111801.47
2608008,Jataúba - PE,2021,154862.064
2608057,Jatobá - PE,2021,153792.815
2608107,João Alfredo - PE,2021,316644.152
2608206,Joaquim Nabuco - PE,2021,181310.255
2608255,Jucati - PE,2021,129269.988
2608305,Jupi - PE,2021,214224.309
2608404,Jurema - PE,2021,132839.971
2608453,Lagoa do Carro - PE,2021,300634.52
2608503,Lagoa de Itaenga - PE,2021,482858.549
2608602,Lagoa do Ouro - PE,2021,139223.059
2608701,Lagoa dos Gatos - PE,2021,135442.681
2608750,Lagoa Grande - PE,2021,456843.601
2608800,Lajedo - PE,2021,585575.816
2608909,Limoeiro - PE,2021,838342.782
2609006,Macaparana - PE,2021,283578.09
2609105,Machados - PE,2021,216295.27
2609154,Manari - PE,2021,139153.111
2609204,Maraial - PE,2021,92489.611
2609303,Mirandiba - PE,2021,163405.618
2609402,Moreno - PE,2021,892506.355
2609501,Nazaré da Mata - PE,2021,688467.949
2609600,Olinda - PE,2021,5788249.961
2609709,Orobó - PE,2021,398794.429
2609808,Orocó - PE,2021,186447.62
2609907,Ouricuri - PE,2021,780512.688
2610004,Palmares - PE,2021,924145.709
2610103,Palmeirina - PE,2021,79959.02
2610202,Panelas - PE,2021,229556.335
2610301,Paranatama - PE,2021,285773.328
2610400,Parnamirim - PE,2021,213190.379
2610509,Passira - PE,2021,264546.745
2610608,Paudalho - PE,2021,926328.024
2610707,Paulista - PE,2021,5591651.533
2610806,Pedra - PE,2021,306398.452
2610905,Pesqueira - PE,2021,869650.98
2611002,Petrolândia - PE,2021,1675876.169
2611101,Petrolina - PE,2021,7994040.267
2611200,Poção - PE,2021,102107.077
2611309,Pombos - PE,2021,532583.088
2611408,Primavera - PE,2021,291695.706
2611507,Quipapá - PE,2021,192324.987
2611533,Quixaba - PE,2021,67064.241
2611606,Recife - PE,2021,54970302.116
2611705,Riacho das Almas - PE,2021,260563.146
2611804,Ribeirão - PE,2021,576406.602
2611903,Rio Formoso - PE,2021,379871.384
2612000,Sairé - PE,2021,176225.317
2612109,Salgadinho - PE,2021,80938.432
2612208,Salgueiro - PE,2021,1002105.382
2612307,Saloá - PE,2021,171050.925
2612406,Sanharó - PE,2021,248264.475
2612455,Santa Cruz - PE,2021,133591.622
2612471,Santa Cruz da Baixa Verde - PE,2021,113553.794
2612505,Santa Cruz do Capibaribe - PE,2021,1925733.505
2612554,Santa Filomena - PE,2021,111829.714
2612604,Santa Maria da Boa Vista - PE,2021,563999.761
2612703,Santa Maria do Cambucá - PE,2021,122261.918
2612802,Santa Terezinha - PE,2021,114824.154
2612901,São Benedito do Sul - PE,2021,117016.666
2613008,São Bento do Una - PE,2021,1485705.93
2613107,São Caitano - PE,2021,447678.66
2613206,São João - PE,2021,390210.544
2613305,São Joaquim do Monte - PE,2021,185466.682
2613404,São José da Coroa Grande - PE,2021,291007.407
2613503,São José do Belmonte - PE,2021,341543.949
2613602,São José do Egito - PE,2021,441117.369
2613701,São Lourenço da Mata - PE,2021,1444200.155
2613800,São Vicente Férrer - PE,2021,209528.124
2613909,Serra Talhada - PE,2021,1693347.29
2614006,Serrita - PE,2021,161152.641
2614105,Sertânia - PE,2021,367388.668
2614204,Sirinhaém - PE,2021,722495.019
2614303,Moreilândia - PE,2021,90987.135
2614402,Solidão - PE,2021,56660.704
2614501,Surubim - PE,2021,915557.836
2614600,Tabira - PE,2021,314902.854
2614709,Tacaimbó - PE,2021,149158.911
2614808,Tacaratu - PE,2021,251978.426
2614857,Tamandaré - PE,2021,395834.25
2615003,Taquaritinga do Norte - PE,2021,334641.961
2615102,Terezinha - PE,2021,75618.355
2615201,Terra Nova - PE,2021,95262.232
2615300,Timbaúba - PE,2021,746606.922
2615409,Toritama - PE,2021,764572.35
2615508,Tracunhaém - PE,2021,176619.046
2615607,Trindade - PE,2021,419024.45
2615706,Triunfo - PE,2021,157357.628
2615805,Tupanatinga - PE,2021,227130.162
2615904,Tuparetama - PE,2021,89138.565
2616001,Venturosa - PE,2021,247348.959
2616100,Verdejante - PE,2021,80930.642
2616183,Vertente do Lério - PE,2021,74060.297
2616209,Vertentes - PE,2021,194510.533
2616308,Vicência - PE,2021,519425.664
2616407,Vitória de Santo Antão - PE,2021,4551843.195
2616506,Xexéu - PE,2021,141411.218
2700102,Água Branca - AL,2021,202705.02
2700201,Anadia - AL,2021,250500.324
2700300,Arapiraca - AL,2021,5916237.941
2700409,Atalaia - AL,2021,1500459.65
2700508,Barra de Santo Antônio - AL,2021,262046.828
2700607,Barra de São Miguel - AL,2021,238456.185
2700706,Batalha - AL,2021,229982.453
2700805,Belém - AL,2021,191336.348
2700904,Belo Monte - AL,2021,151407.058
2701001,Boca da Mata - AL,2021,506080.912
2701100,Branquinha - AL,2021,775435.38
2701209,Cacimbinhas - AL,2021,140486.703
2701308,Cajueiro - AL,2021,207919.19
2701357,Campestre - AL,2021,87777.208
2701407,Campo Alegre - AL,2021,734765.521
2701506,Campo Grande - AL,2021,106141.611
2701605,Canapi - AL,2021,166520.676
2701704,Capela - AL,2021,248032.377
2701803,Carneiros - AL,2021,90803.352
2701902,Chã Preta - AL,2021,175488.923
2702009,Coité do Nóia - AL,2021,211513.572
2702108,Colônia Leopoldina - AL,2021,397415.249
2702207,Coqueiro Seco - AL,2021,96055.729
2702306,Coruripe - AL,2021,1782567.867
2702355,Craíbas - AL,2021,480752.965
2702405,Delmiro Gouveia - AL,2021,673914.883
2702504,Dois Riachos - AL,2021,105272.253
2702553,Estrela de Alagoas - AL,2021,154358.938
2702603,Feira Grande - AL,2021,427597.687
2702702,Feliz Deserto - AL,2021,164033.924
2702801,Flexeiras - AL,2021,297791.222
2702900,Girau do Ponciano - AL,2021,549599.688
2703007,Ibateguara - AL,2021,196489.103
2703106,Igaci - AL,2021,311967.15
2703205,Igreja Nova - AL,2021,571876.699
2703304,Inhapi - AL,2021,174776.462
2703403,Jacaré dos Homens - AL,2021,74960.15
2703502,Jacuípe - AL,2021,194530.693
2703601,Japaratinga - AL,2021,252001.542
2703700,Jaramataia - AL,2021,77897.04
2703759,Jequiá da Praia - AL,2021,382025.458
2703809,Joaquim Gomes - AL,2021,520994.182
2703908,Jundiá - AL,2021,54800.717
2704005,Junqueiro - AL,2021,550086.587
2704104,Lagoa da Canoa - AL,2021,273062.184
2704203,Limoeiro de Anadia - AL,2021,685194.09
2704302,Maceió - AL,2021,27485310.648
2704401,Major Isidoro - AL,2021,283475.135
2704500,Maragogi - AL,2021,1118907.812
2704609,Maravilha - AL,2021,90757.694
2704708,Marechal Deodoro - AL,2021,3409647.91
2704807,Maribondo - AL,2021,188010.286
2704906,Mar Vermelho - AL,2021,50950.945
2705002,Mata Grande - AL,2021,354640.684
2705101,Matriz de Camaragibe - AL,2021,385919.668
2705200,Messias - AL,2021,221130.77
2705309,Minador do Negrão - AL,2021,74515.226
2705408,Monteirópolis - AL,2021,78347.202
2705507,Murici - AL,2021,588158.283
2705606,Novo Lino - AL,2021,187255.861
2705705,Olho d'Água das Flores - AL,2021,271809.23
2705804,Olho d'Água do Casado - AL,2021,92958.501
2705903,Olho d'Água Grande - AL,2021,70179.07
2706000,Olivença - AL,2021,108872.461
2706109,Ouro Branco - AL,2021,110474.764
2706208,Palestina - AL,2021,45926.894
2706307,Palmeira dos Índios - AL,2021,1181612.45
2706406,Pão de Açúcar - AL,2021,266647.141
2706422,Pariconha - AL,2021,145004.028
2706448,Paripueira - AL,2021,236831.286
2706505,Passo de Camaragibe - AL,2021,337360.219
2706604,Paulo Jacinto - AL,2021,105575.59
2706703,Penedo - AL,2021,983959.279
2706802,Piaçabuçu - AL,2021,458415.712
2706901,Pilar - AL,2021,676236.229
2707008,Pindoba - AL,2021,59445.116
2707107,Piranhas - AL,2021,344069.282
2707206,Poço das Trincheiras - AL,2021,125628.471
2707305,Porto Calvo - AL,2021,412902.6
2707404,Porto de Pedras - AL,2021,333230.868
2707503,Porto Real do Colégio - AL,2021,268907.285
2707602,Quebrangulo - AL,2021,189080.885
2707701,Rio Largo - AL,2021,1423072.189
2707800,Roteiro - AL,2021,204148.817
2707909,Santa Luzia do Norte - AL,2021,277405.028
2708006,Santana do Ipanema - AL,2021,646335.776
2708105,Santana do Mundaú - AL,2021,1408592.374
2708204,São Brás - AL,2021,129339.94
2708303,São José da Laje - AL,2021,588009.328
2708402,São José da Tapera - AL,2021,332853.752
2708501,São Luís do Quitunde - AL,2021,943729.274
2708600,São Miguel dos Campos - AL,2021,1373076.813
2708709,São Miguel dos Milagres - AL,2021,243494.885
2708808,São Sebastião - AL,2021,858875.773
2708907,Satuba - AL,2021,261004.244
2708956,Senador Rui Palmeira - AL,2021,121201.031
2709004,Tanque d'Arca - AL,2021,92174.872
2709103,Taquarana - AL,2021,510845.665
2709152,Teotônio Vilela - AL,2021,1357797.917
2709202,Traipu - AL,2021,297000.125
2709301,União dos Palmares - AL,2021,1416192.612
2709400,Viçosa - AL,2021,594194.696
2800100,Amparo do São Francisco - SE,2021,37966.816
2800209,Aquidabã - SE,2021,287874.395
2800308,Aracaju - SE,2021,18405677.788
2800407,Arauá - SE,2021,140121.885
2800506,Areia Branca - SE,2021,252263.149
2800605,Barra dos Coqueiros - SE,2021,2581591.798
2800670,Boquim - SE,2021,333080.032
2800704,Brejo Grande - SE,2021,95886.083
2801009,Campo do Brito - SE,2021,237677.001
2801108,Canhoba - SE,2021,84436.411
2801207,Canindé de São Francisco - SE,2021,2895221.78
2801306,Capela - SE,2021,385290.499
2801405,Carira - SE,2021,379817.764
2801504,Carmópolis - SE,2021,422600.834
2801603,Cedro de São João - SE,2021,64293.401
2801702,Cristinápolis - SE,2021,250777.22
2801900,Cumbe - SE,2021,69489.148
2802007,Divina Pastora - SE,2021,188619.161
2802106,Estância - SE,2021,2126563.415
2802205,Feira Nova - SE,2021,114918.377
2802304,Frei Paulo - SE,2021,324740.673
2802403,Gararu - SE,2021,179510.515
2802502,General Maynard - SE,2021,43532.067
2802601,Graccho Cardoso - SE,2021,100982.469
2802700,Ilha das Flores - SE,2021,101814.795
2802809,Indiaroba - SE,2021,229669.731
2802908,Itabaiana - SE,2021,2213274.573
2803005,Itabaianinha - SE,2021,535796.555
2803104,Itabi - SE,2021,81127.364
2803203,Itaporanga d'Ajuda - SE,2021,880245.443
2803302,Japaratuba - SE,2021,527939.243
2803401,Japoatã - SE,2021,210653.588
2803500,Lagarto - SE,2021,1798319.172
2803609,Laranjeiras - SE,2021,1162006.538
2803708,Macambira - SE,2021,89534.571
2803807,Malhada dos Bois - SE,2021,52759.619
2803906,Malhador - SE,2021,173217.785
2804003,Maruim - SE,2021,448413.882
2804102,Moita Bonita - SE,2021,206468.242
2804201,Monte Alegre de Sergipe - SE,2021,218952.565
2804300,Muribeca - SE,2021,96660.396
2804409,Neópolis - SE,2021,330965.807
2804458,Nossa Senhora Aparecida - SE,2021,109900.468
2804508,Nossa Senhora da Glória - SE,2021,790790.161
2804607,Nossa Senhora das Dores - SE,2021,415736.18
2804706,Nossa Senhora de Lourdes - SE,2021,91164.828
2804805,Nossa Senhora do Socorro - SE,2021,3232697.918
2804904,Pacatuba - SE,2021,236642.649
2805000,Pedra Mole - SE,2021,48011.71
2805109,Pedrinhas - SE,2021,98935.679
2805208,Pinhão - SE,2021,91574.102
2805307,Pirambu - SE,2021,137921.589
2805406,Poço Redondo - SE,2021,416245.13
2805505,Poço Verde - SE,2021,322301.775
2805604,Porto da Folha - SE,2021,366553.464
2805703,Propriá - SE,2021,554299.192
2805802,Riachão do Dantas - SE,2021,328904.479
2805901,Riachuelo - SE,2021,222400.947
2806008,Ribeirópolis - SE,2021,339443.05
2806107,Rosário do Catete - SE,2021,468956.06
2806206,Salgado - SE,2021,217519.174
2806305,Santa Luzia do Itanhy - SE,2021,192689.917
2806404,Santana do São Francisco - SE,2021,106772.621
2806503,Santa Rosa de Lima - SE,2021,55083.536
2806602,Santo Amaro das Brotas - SE,2021,167665.266
2806701,São Cristóvão - SE,2021,1031740.474
2806800,São Domingos - SE,2021,135226.821
