municipality_code,municipality_name,period,active_companies,avg_monthly_salary_brl,employed_salaried,employed_total,local_units,wages_brl_thousand
2200277,Alegrete do Piauí - PI,2024,129.0,2882.22,202.0,288.0,132.0,8758.359
2200301,Alto Longá - PI,2024,288.0,2726.4,776.0,1036.0,300.0,28321.255
2200400,Altos - PI,2024,1065.0,2011.3,5493.0,6604.0,1132.0,149045.912
2200459,Alvorada do Gurguéia - PI,2024,134.0,2061.02,391.0,523.0,136.0,10910.2
2200509,Amarante - PI,2024,379.0,3008.02,978.0,1341.0,394.0,41494.712
2200608,Angical do Piauí - PI,2024,201.0,2360.96,481.0,651.0,204.0,13544.281
2200707,Anísio de Abreu - PI,2024,330.0,2748.36,609.0,902.0,343.0,21888.442
2200806,Antônio Almeida - PI,2024,122.0,2541.25,594.0,693.0,122.0,18649.971
2200905,Aroazes - PI,2024,125.0,1556.02,387.0,475.0,130.0,9366.69
2200954,Aroeiras do Itaim - PI,2024,62.0,2520.71,200.0,234.0,62.0,7724.368
2201002,Arraial - PI,2024,101.0,2641.51,369.0,452.0,102.0,13963.883
2201051,Assunção do Piauí - PI,2024,101.0,2314.96,335.0,409.0,104.0,9676.561
2201101,Avelino Lopes - PI,2024,254.0,3077.42,495.0,738.0,256.0,19946.041
2201150,Baixa Grande do Ribeiro - PI,2024,702.0,2853.32,2292.0,3025.0,720.0,129892.4
2201176,Barra D'Alcântara - PI,2024,89.0,2749.0,229.0,293.0,93.0,9652.21
2201200,Barras - PI,2024,898.0,2860.29,3495.0,4409.0,941.0,129275.214
2201309,Barreiras do Piauí - PI,2024,88.0,3049.85,148.0,208.0,94.0,6149.81
2201408,Barro Duro - PI,2024,164.0,2624.44,504.0,653.0,169.0,17418.433
2201507,Batalha - PI,2024,473.0,2541.24,1586.0,2039.0,484.0,51957.509
2201556,Bela Vista do Piauí - PI,2024,110.0,2596.72,256.0,340.0,115.0,8683.079
2201572,Belém do Piauí - PI,2024,114.0,2526.71,342.0,441.0,116.0,11264.959
2201606,Beneditinos - PI,2024,194.0,2624.5,501.0,659.0,201.0,24178.386
2201705,Bertolínia - PI,2024,160.0,3463.47,361.0,487.0,164.0,16097.391
2201739,Betânia do Piauí - PI,2024,138.0,3156.78,359.0,492.0,138.0,14815.163
2201770,Boa Hora - PI,2024,118.0,2573.89,368.0,451.0,121.0,13716.488
2201804,Bocaina - PI,2024,81.0,2116.19,342.0,405.0,83.0,9746.687
2201903,Bom Jesus - PI,2024,1874.0,2751.91,4471.0,6474.0,1956.0,156992.217
2201919,Bom Princípio do Piauí - PI,2024,87.0,2000.34,663.0,721.0,87.0,17467.923
2201929,Bonfim do Piauí - PI,2024,88.0,3482.19,277.0,338.0,93.0,11504.972
2201945,Boqueirão do Piauí - PI,2024,108.0,1920.74,316.0,393.0,112.0,8360.822
2201960,Brasileira - PI,2024,160.0,2845.69,571.0,736.0,162.0,21234.939
2201988,Brejo do Piauí - PI,2024,81.0,2886.49,268.0,328.0,86.0,10188.6
2202000,Buriti dos Lopes - PI,2024,318.0,2510.96,1528.0,1815.0,343.0,56421.49
2202026,Buriti dos Montes - PI,2024,111.0,3173.38,514.0,604.0,112.0,20232.581
2202059,Cabeceiras do Piauí - PI,2024,140.0,1871.58,875.0,986.0,142.0,20946.606
2202075,Cajazeiras do Piauí - PI,2024,83.0,2394.26,313.0,369.0,84.0,9773.995
2202083,Cajueiro da Praia - PI,2024,379.0,2185.66,1255.0,1658.0,396.0,37382.625
2202091,Caldeirão Grande do Piauí - PI,2024,116.0,3274.4,371.0,508.0,116.0,15736.674
2202109,Campinas do Piauí - PI,2024,99.0,2482.35,498.0,566.0,103.0,14393.31
2202117,Campo Alegre do Fidalgo - PI,2024,121.0,3125.67,455.0,545.0,126.0,19172.208
2202133,Campo Grande do Piauí - PI,2024,145.0,2021.59,353.0,480.0,147.0,9305.445
2202174,Campo Largo do Piauí - PI,2024,119.0,4801.68,286.0,373.0,121.0,18435.674
2202208,Campo Maior - PI,2024,1439.0,2692.75,6050.0,7533.0,1542.0,204564.69
2202251,Canavieira - PI,2024,69.0,2583.19,348.0,393.0,71.0,11571.486
2202307,Canto do Buriti - PI,2024,775.0,2482.19,2018.0,2791.0,803.0,75699.545
2202406,Capitão de Campos - PI,2024,208.0,2736.16,668.0,839.0,214.0,23383.737
2202455,Capitão Gervásio Oliveira - PI,2024,116.0,3158.06,534.0,603.0,123.0,22140.404
2202505,Caracol - PI,2024,224.0,2825.36,729.0,920.0,240.0,25266.347
2202539,Caraúbas do Piauí - PI,2024,80.0,3076.13,289.0,342.0,81.0,12647.159
2202554,Caridade do Piauí - PI,2024,110.0,2125.05,551.0,636.0,110.0,14334.704
2202604,Castelo do Piauí - PI,2024,491.0,2537.27,1097.0,1575.0,511.0,41987.324
2202653,Caxingó - PI,2024,75.0,2521.81,360.0,416.0,78.0,13390.766
2202703,Cocal - PI,2024,505.0,2605.78,1818.0,2305.0,530.0,63437.617
2202711,Cocal de Telha - PI,2024,96.0,3038.66,298.0,368.0,98.0,11803.359
2202729,Cocal dos Alves - PI,2024,107.0,2388.82,284.0,378.0,114.0,11866.605
2202737,Coivaras - PI,2024,85.0,2740.81,234.0,300.0,86.0,11195.826
2202752,Colônia do Gurguéia - PI,2024,203.0,3175.08,350.0,538.0,208.0,15756.734
2202778,Colônia do Piauí - PI,2024,103.0,2892.18,375.0,452.0,108.0,14072.301
2202802,Conceição do Canindé - PI,2024,120.0,3306.91,206.0,315.0,121.0,11023.453
2202851,Coronel José Dias - PI,2024,103.0,1791.08,454.0,532.0,107.0,11455.75
2202901,Corrente - PI,2024,956.0,2328.19,3013.0,3987.0,1033.0,94774.799
2203008,Cristalândia do Piauí - PI,2024,118.0,2985.14,445.0,538.0,120.0,17157.68
2203107,Cristino Castro - PI,2024,379.0,2484.24,1010.0,1355.0,391.0,32264.149
2203206,Curimatá - PI,2024,389.0,2663.95,1059.0,1430.0,399.0,34492.121
2203230,Currais - PI,2024,127.0,2543.18,664.0,745.0,128.0,22245.958
2203255,Curralinhos - PI,2024,95.0,2567.76,266.0,322.0,96.0,8902.691
2203271,Curral Novo do Piauí - PI,2024,106.0,2414.34,252.0,377.0,108.0,17926.668
2203305,Demerval Lobão - PI,2024,407.0,2318.36,1292.0,1662.0,417.0,54794.799
2203354,Dirceu Arcoverde - PI,2024,138.0,2158.36,375.0,483.0,142.0,10621.906
2203404,Dom Expedito Lopes - PI,2024,194.0,2594.9,339.0,536.0,201.0,11823.302
2203420,Domingos Mourão - PI,2024,68.0,2802.8,217.0,255.0,77.0,7827.271
2203453,Dom Inocêncio - PI,2024,229.0,3075.9,463.0,619.0,233.0,18546.23
2203503,Elesbão Veloso - PI,2024,303.0,2147.5,1614.0,1904.0,312.0,45065.058
2203602,Eliseu Martins - PI,2024,177.0,2432.15,302.0,457.0,179.0,9468.927
2203701,Esperantina - PI,2024,1082.0,2743.99,3560.0,4643.0,1152.0,125381.712
2203750,Fartura do Piauí - PI,2024,90.0,2635.29,409.0,467.0,92.0,13339.664
2203800,Flores do Piauí - PI,2024,101.0,2648.24,254.0,332.0,106.0,10423.497
2203859,Floresta do Piauí - PI,2024,59.0,2240.94,205.0,237.0,61.0,5960.459
2203909,Floriano - PI,2024,3059.0,2504.6,12475.0,16105.0,3270.0,399939.476
2204006,Francinópolis - PI,2024,79.0,2819.21,347.0,405.0,82.0,12473.718
2204105,Francisco Ayres - PI,2024,87.0,2490.05,320.0,380.0,88.0,12098.183
2204154,Francisco Macedo - PI,2024,69.0,3030.77,224.0,275.0,70.0,8506.849
2204204,Francisco Santos - PI,2024,171.0,2675.59,379.0,538.0,181.0,13153.76
2204303,Fronteiras - PI,2024,310.0,2376.85,592.0,861.0,322.0,18675.086
2204352,Geminiano - PI,2024,121.0,2396.01,304.0,408.0,121.0,10093.235
2204402,Gilbués - PI,2024,426.0,3536.21,747.0,1131.0,440.0,34098.753
2204501,Guadalupe - PI,2024,361.0,3196.98,1083.0,1428.0,371.0,44024.03
2204550,Guaribas - PI,2024,115.0,3042.04,356.0,442.0,117.0,14646.833
2204600,Hugo Napoleão - PI,2024,66.0,2803.15,220.0,262.0,68.0,7898.573
2204659,Ilha Grande - PI,2024,177.0,2281.16,590.0,738.0,177.0,17569.455
2204709,Inhuma - PI,2024,312.0,2621.04,775.0,1083.0,339.0,30577.219
2204808,Ipiranga do Piauí - PI,2024,178.0,2805.3,443.0,608.0,187.0,17784.785
2204907,Isaías Coelho - PI,2024,125.0,2693.49,366.0,455.0,132.0,15373.846
2205003,Itainópolis - PI,2024,226.0,2155.54,770.0,973.0,231.0,21592.655
2205102,Itaueira - PI,2024,369.0,2557.74,558.0,917.0,390.0,20485.357
2205151,Jacobina do Piauí - PI,2024,173.0,3461.73,371.0,542.0,175.0,17145.067
2205201,Jaicós - PI,2024,443.0,2014.92,1336.0,1764.0,472.0,35657.106
2205250,Jardim do Mulato - PI,2024,86.0,2562.27,263.0,317.0,86.0,8895.621
2205276,Jatobá do Piauí - PI,2024,90.0,3254.5,248.0,321.0,91.0,10830.545
2205300,Jerumenha - PI,2024,163.0,2286.64,417.0,518.0,167.0,12423.536
2205359,João Costa - PI,2024,71.0,2799.6,263.0,309.0,71.0,10839.094
2205409,Joaquim Pires - PI,2024,245.0,2556.65,932.0,1145.0,256.0,28614.946
2205458,Joca Marques - PI,2024,63.0,3399.62,181.0,228.0,63.0,7940.971
2205508,José de Freitas - PI,2024,878.0,2502.77,2745.0,3659.0,912.0,99210.885
2205516,Juazeiro do Piauí - PI,2024,117.0,1902.93,513.0,606.0,118.0,12686.705
2205524,Júlio Borges - PI,2024,119.0,2686.42,437.0,537.0,121.0,14640.631
2205532,Jurema - PI,2024,92.0,2840.36,418.0,490.0,97.0,15093.34
2205540,Lagoinha do Piauí - PI,2024,52.0,2328.32,140.0,174.0,52.0,5085.351
2205557,Lagoa Alegre - PI,2024,188.0,2793.3,461.0,631.0,193.0,18193.865
2205565,Lagoa do Barro do Piauí - PI,2024,154.0,4811.53,539.0,628.0,156.0,38812.198
2205573,Lagoa de São Francisco - PI,2024,81.0,2621.23,405.0,464.0,82.0,14117.319
2205581,Lagoa do Piauí - PI,2024,122.0,2403.47,457.0,551.0,123.0,14773.622
2205599,Lagoa do Sítio - PI,2024,75.0,2644.73,197.0,249.0,75.0,8885.536
2205607,Landri Sales - PI,2024,168.0,2684.9,488.0,627.0,171.0,16593.242
2205706,Luís Correia - PI,2024,695.0,2425.43,2188.0,2850.0,733.0,77573.594
2205805,Luzilândia - PI,2024,593.0,2788.7,1394.0,1937.0,617.0,50342.488
2205854,Madeiro - PI,2024,103.0,2748.39,344.0,421.0,105.0,17512.96
2205904,Manoel Emídio - PI,2024,170.0,2823.07,258.0,395.0,182.0,10602.238
2205953,Marcolândia - PI,2024,260.0,2325.29,852.0,1088.0,265.0,26059.267
2206001,Marcos Parente - PI,2024,130.0,2550.16,415.0,511.0,138.0,13592.67
2206050,Massapê do Piauí - PI,2024,61.0,2865.66,331.0,374.0,61.0,12864.404
2206100,Matias Olímpio - PI,2024,219.0,2735.13,545.0,706.0,231.0,20457.565
2206209,Miguel Alves - PI,2024,416.0,3648.76,1352.0,1777.0,445.0,72652.091
2206308,Miguel Leão - PI,2024,49.0,2268.91,363.0,404.0,49.0,9905.279
2206357,Milton Brandão - PI,2024,86.0,2563.22,300.0,364.0,88.0,11205.826
2206407,Monsenhor Gil - PI,2024,226.0,2706.21,619.0,818.0,238.0,22660.585
2206506,Monsenhor Hipólito - PI,2024,164.0,2840.08,358.0,498.0,169.0,13150.161
2206605,Monte Alegre do Piauí - PI,2024,272.0,2912.89,1018.0,1265.0,276.0,44526.58
2206654,Morro Cabeça no Tempo - PI,2024,107.0,2373.12,455.0,544.0,107.0,13654.161
2206670,Morro do Chapéu do Piauí - PI,2024,85.0,2653.63,369.0,441.0,86.0,14708.561
2206696,Murici dos Portelas - PI,2024,98.0,3176.18,393.0,460.0,98.0,21521.783
2206704,Nazaré do Piauí - PI,2024,171.0,2729.76,505.0,645.0,180.0,16874.015
2206720,Nazária - PI,2024,204.0,2230.34,1135.0,1324.0,211.0,31011.274
2206753,Nossa Senhora de Nazaré - PI,2024,79.0,2962.94,298.0,344.0,79.0,11468.783
2206803,Nossa Senhora dos Remédios - PI,2024,100.0,3171.22,406.0,468.0,102.0,16871.297
2206902,Novo Oriente do Piauí - PI,2024,104.0,2462.48,352.0,433.0,109.0,11526.029
2206951,Novo Santo Antônio - PI,2024,65.0,3197.06,198.0,244.0,65.0,7925.005
2207009,Oeiras - PI,2024,1257.0,2467.49,3921.0,5266.0,1347.0,136106.114
2207108,Olho D'Água do Piauí - PI,2024,46.0,1871.54,229.0,252.0,46.0,5475.477
2207207,Padre Marcos - PI,2024,172.0,2648.41,582.0,730.0,184.0,19603.05
2207306,Paes Landim - PI,2024,142.0,3556.74,164.0,275.0,148.0,7694.871
2207355,Pajeú do Piauí - PI,2024,85.0,2049.23,290.0,355.0,86.0,12927.601
2207405,Palmeira do Piauí - PI,2024,146.0,2721.47,263.0,383.0,146.0,8795.234
2207504,Palmeirais - PI,2024,239.0,3404.72,836.0,1043.0,242.0,31763.699
2207553,Paquetá - PI,2024,74.0,2933.17,348.0,407.0,74.0,15148.017
2207603,Parnaguá - PI,2024,218.0,2741.27,556.0,773.0,226.0,20248.668
2207702,Parnaíba - PI,2024,5477.0,2489.24,25905.0,32502.0,5921.0,840424.362
2207751,Passagem Franca do Piauí - PI,2024,88.0,2230.44,488.0,553.0,89.0,13877.955
2207777,Patos do Piauí - PI,2024,98.0,3265.94,276.0,361.0,101.0,11690.159
2207793,Pau D'Arco do Piauí - PI,2024,80.0,2282.73,251.0,299.0,81.0,9515.445
2207801,Paulistana - PI,2024,687.0,2590.19,1755.0,2452.0,715.0,59075.764
2207850,Pavussu - PI,2024,100.0,2377.36,265.0,347.0,101.0,7896.719
2207900,Pedro II - PI,2024,954.0,2478.98,2784.0,3738.0,1012.0,99434.869
2207934,Pedro Laurentino - PI,2024,100.0,2031.88,272.0,341.0,102.0,7915.604
2207959,Nova Santa Rita - PI,2024,88.0,2582.23,228.0,297.0,91.0,8179.083
2208007,Picos - PI,2024,4417.0,2287.42,16705.0,21906.0,4731.0,488229.814
2208106,Pimenteiras - PI,2024,200.0,2383.02,479.0,658.0,212.0,14771.549
2208205,Pio IX - PI,2024,390.0,3415.11,683.0,1053.0,415.0,29679.869
2208304,Piracuruca - PI,2024,856.0,2740.73,2405.0,3293.0,910.0,90098.176
2208403,Piripiri - PI,2024,1826.0,2160.97,7943.0,9889.0,1917.0,239686.766
2208502,Porto - PI,2024,193.0,3389.54,579.0,726.0,197.0,25833.451
2208551,Porto Alegre do Piauí - PI,2024,56.0,2800.56,261.0,318.0,57.0,9479.368
2208601,Prata do Piauí - PI,2024,86.0,3052.8,156.0,207.0,92.0,7716.216
2208650,Queimada Nova - PI,2024,176.0,2483.01,673.0,805.0,185.0,23045.326
2208700,Redenção do Gurguéia - PI,2024,198.0,2397.41,504.0,671.0,198.0,21057.877
2208809,Regeneração - PI,2024,393.0,2597.98,1586.0,1963.0,409.0,50921.052
2208858,Riacho Frio - PI,2024,67.0,3598.52,390.0,430.0,67.0,17330.874
2208874,Ribeira do Piauí - PI,2024,96.0,3750.72,400.0,464.0,98.0,18425.681
2208908,Ribeiro Gonçalves - PI,2024,276.0,3267.64,900.0,1157.0,281.0,43981.844
2209005,Rio Grande do Piauí - PI,2024,169.0,2612.13,320.0,460.0,186.0,13114.796
2209104,Santa Cruz do Piauí - PI,2024,146.0,2023.99,412.0,538.0,150.0,11133.062
2209153,Santa Cruz dos Milagres - PI,2024,92.0,2474.11,308.0,375.0,92.0,9862.579
2209203,Santa Filomena - PI,2024,236.0,3321.56,930.0,1148.0,241.0,40110.581
2209302,Santa Luz - PI,2024,120.0,2415.45,412.0,511.0,122.0,13445.551
2209351,Santana do Piauí - PI,2024,67.0,2771.35,234.0,285.0,68.0,9776.786
2209377,Santa Rosa do Piauí - PI,2024,127.0,2448.02,246.0,354.0,130.0,8396.827
2209401,Santo Antônio de Lisboa - PI,2024,139.0,1332.03,265.0,386.0,143.0,7312.376
2209450,Santo Antônio dos Milagres - PI,2024,51.0,1811.02,255.0,276.0,51.0,5686.41
2209500,Santo Inácio do Piauí - PI,2024,96.0,2551.42,202.0,267.0,97.0,9397.29
2209559,São Braz do Piauí - PI,2024,104.0,2545.8,284.0,363.0,107.0,8957.282
2209609,São Félix do Piauí - PI,2024,79.0,2190.58,215.0,271.0,80.0,6121.811
2209658,São Francisco de Assis do Piauí - PI,2024,110.0,2841.3,333.0,422.0,115.0,12008.927
2209708,São Francisco do Piauí - PI,2024,124.0,2884.92,369.0,458.0,128.0,14626.569
2209757,São Gonçalo do Gurguéia - PI,2024,118.0,3713.86,263.0,337.0,120.0,12434.557
2209807,São Gonçalo do Piauí - PI,2024,116.0,2082.08,310.0,403.0,117.0,12067.86
2209856,São João da Canabrava - PI,2024,78.0,2797.53,253.0,313.0,80.0,9237.799
2209872,São João da Fronteira - PI,2024,96.0,2387.48,396.0,472.0,96.0,13081.596
2209906,São João da Serra - PI,2024,114.0,2813.81,348.0,438.0,118.0,12772.86
2209955,São João da Varjota - PI,2024,106.0,1479.67,355.0,440.0,107.0,6770.178
2209971,São João do Arraial - PI,2024,118.0,3348.09,444.0,532.0,126.0,18401.591
2210003,São João do Piauí - PI,2024,893.0,2419.92,2516.0,3433.0,935.0,79565.196
2210052,São José do Divino - PI,2024,145.0,2385.27,354.0,460.0,147.0,11518.43
2210102,São José do Peixe - PI,2024,126.0,2629.16,370.0,457.0,128.0,12297.61
2210201,São José do Piauí - PI,2024,115.0,2310.49,347.0,449.0,117.0,10428.625
2210300,São Julião - PI,2024,154.0,1935.7,270.0,387.0,158.0,9136.851
2210359,São Lourenço do Piauí - PI,2024,97.0,2584.96,319.0,386.0,101.0,10731.234
2210375,São Luis do Piauí - PI,2024,41.0,2806.92,135.0,161.0,41.0,5260.401
2210383,São Miguel da Baixa Grande - PI,2024,60.0,1259.16,277.0,316.0,60.0,4642.109
2210391,São Miguel do Fidalgo - PI,2024,69.0,2733.3,228.0,264.0,70.0,7983.169
2210409,São Miguel do Tapuio - PI,2024,348.0,2236.44,1253.0,1569.0,361.0,35751.721
2210508,São Pedro do Piauí - PI,2024,246.0,3000.85,840.0,1045.0,257.0,31033.715
2210607,São Raimundo Nonato - PI,2024,1873.0,2309.4,4216.0,6198.0,1976.0,142889.415
2210623,Sebastião Barros - PI,2024,77.0,3339.31,264.0,309.0,77.0,11515.201
2210631,Sebastião Leal - PI,2024,148.0,2853.78,1071.0,1210.0,151.0,31002.689
2210656,Sigefredo Pacheco - PI,2024,174.0,2990.36,358.0,491.0,182.0,14307.446
2210706,Simões - PI,2024,331.0,3229.24,1242.0,1534.0,356.0,48678.961
2210805,Simplício Mendes - PI,2024,478.0,2415.95,1123.0,1569.0,510.0,39231.55
2210904,Socorro do Piauí - PI,2024,117.0,2652.12,304.0,386.0,119.0,10420.861
2210938,Sussuapara - PI,2024,113.0,1563.37,487.0,601.0,114.0,9994.012
2210953,Tamboril do Piauí - PI,2024,70.0,2812.16,248.0,291.0,71.0,9602.338
2210979,Tanque do Piauí - PI,2024,58.0,2816.15,215.0,256.0,58.0,7750.68
2211001,Teresina - PI,2024,42407.0,3423.54,323467.0,377262.0,45868.0,14143388.375
2211100,União - PI,2024,928.0,2727.84,5517.0,6441.0,963.0,219696.904
2211209,Uruçuí - PI,2024,1516.0,2976.71,4854.0,6410.0,1584.0,183875.478
2211308,Valença do Piauí - PI,2024,870.0,2241.45,2280.0,3171.0,917.0,71280.848
2211357,Várzea Branca - PI,2024,107.0,3271.84,258.0,332.0,110.0,10741.505
2211407,Várzea Grande - PI,2024,94.0,2740.0,330.0,396.0,96.0,10948.152
2211506,Vera Mendes - PI,2024,65.0,2368.98,238.0,280.0,67.0,7482.065
2211605,Vila Nova do Piauí - PI,2024,93.0,2676.24,272.0,359.0,96.0,9955.829
2211704,Wall Ferraz - PI,2024,69.0,3884.67,157.0,208.0,69.0,15856.735
2300101,Abaiara - CE,2024,140.0,3798.94,912.0,1030.0,144.0,54306.553
2300150,Acarape - CE,2024,248.0,1964.47,2115.0,2360.0,255.0,51528.045
2300200,Acaraú - CE,2024,1275.0,2388.83,5990.0,7372.0,1333.0,182613.859
2300309,Acopiara - CE,2024,964.0,1471.37,3075.0,4032.0,1002.0,71915.1
2300408,Aiuaba - CE,2024,218.0,1482.16,1205.0,1400.0,223.0,23880.925
2300507,Alcântaras - CE,2024,189.0,1741.01,843.0,1010.0,191.0,19016.984
2300606,Altaneira - CE,2024,150.0,1907.86,897.0,1003.0,150.0,23267.881
2300705,Alto Santo - CE,2024,374.0,1962.1,1866.0,2302.0,385.0,51864.376
2300754,Amontada - CE,2024,824.0,2466.78,4298.0,5200.0,847.0,151150.028
2300804,Antonina do Norte - CE,2024,163.0,2329.12,652.0,774.0,166.0,19611.102
2300903,Apuiarés - CE,2024,287.0,2750.64,858.0,1115.0,291.0,29043.262
2301000,Aquiraz - CE,2024,2694.0,2864.95,21531.0,24595.0,2923.0,815420.807
2301109,Aracati - CE,2024,2371.0,1936.83,11641.0,14272.0,2523.0,295428.607
2301208,Aracoiaba - CE,2024,477.0,1815.68,3578.0,4039.0,493.0,84508.806
2301257,Ararendá - CE,2024,214.0,2112.14,937.0,1109.0,221.0,33011.099
2301307,Araripe - CE,2024,348.0,2911.81,1247.0,1551.0,356.0,48048.24
2301406,Aratuba - CE,2024,212.0,2253.65,1232.0,1411.0,216.0,37730.494
2301505,Arneiroz - CE,2024,146.0,2070.15,583.0,689.0,147.0,15664.391
2301604,Assaré - CE,2024,412.0,2298.43,1908.0,2280.0,429.0,54552.047
2301703,Aurora - CE,2024,394.0,2145.99,1835.0,2262.0,419.0,50097.106
2301802,Baixio - CE,2024,133.0,2218.95,406.0,511.0,135.0,12263.451
2301851,Banabuiú - CE,2024,342.0,2350.58,1390.0,1700.0,348.0,58013.811
2301901,Barbalha - CE,2024,1793.0,2419.76,13196.0,15234.0,1863.0,410607.412
2301950,Barreira - CE,2024,502.0,2854.25,1310.0,1793.0,509.0,52448.264
2302008,Barro - CE,2024,390.0,1859.69,1614.0,1984.0,411.0,38418.273
2302057,Barroquinha - CE,2024,278.0,2072.16,1621.0,1890.0,289.0,41425.201
2302107,Baturité - CE,2024,957.0,2101.67,4287.0,5256.0,989.0,123518.742
2302206,Beberibe - CE,2024,1207.0,1898.44,6337.0,7688.0,1266.0,155055.399
2302305,Bela Cruz - CE,2024,515.0,2443.32,1794.0,2301.0,536.0,68207.545
2302404,Boa Viagem - CE,2024,917.0,2455.77,4094.0,5037.0,951.0,129630.692
2302503,Brejo Santo - CE,2024,1184.0,2197.22,9640.0,11120.0,1246.0,278634.136
2302602,Camocim - CE,2024,1476.0,2088.2,7544.0,9092.0,1542.0,205394.22
2302701,Campos Sales - CE,2024,589.0,2096.16,2349.0,2921.0,611.0,64535.001
2302800,Canindé - CE,2024,1972.0,2469.15,9061.0,11079.0,2058.0,294496.632
2302909,Capistrano - CE,2024,269.0,2147.26,1281.0,1515.0,270.0,41413.982
2303006,Caridade - CE,2024,343.0,2126.11,1396.0,1725.0,353.0,36044.279
2303105,Cariré - CE,2024,311.0,1967.68,1039.0,1361.0,315.0,28451.949
2303204,Caririaçu - CE,2024,353.0,2407.86,1811.0,2116.0,356.0,57200.971
2303303,Cariús - CE,2024,324.0,2165.76,1025.0,1320.0,331.0,28829.251
2303402,Carnaubal - CE,2024,280.0,1830.57,1271.0,1594.0,287.0,39773.136
2303501,Cascavel - CE,2024,1788.0,2003.8,11411.0,13304.0,1873.0,284049.615
2303600,Catarina - CE,2024,221.0,2017.05,1036.0,1223.0,225.0,27407.126
2303659,Catunda - CE,2024,230.0,2668.42,1140.0,1332.0,239.0,38797.331
2303709,Caucaia - CE,2024,8734.0,2685.07,47623.0,56648.0,9243.0,1637287.574
2303808,Cedro - CE,2024,463.0,2435.39,1646.0,2112.0,480.0,50414.879
2303907,Chaval - CE,2024,210.0,1377.38,1615.0,1778.0,214.0,29089.897
2303931,Choró - CE,2024,215.0,2503.57,576.0,765.0,216.0,29064.275
2303956,Chorozinho - CE,2024,415.0,2008.51,2256.0,2682.0,418.0,58321.103
2304004,Coreaú - CE,2024,348.0,1477.59,1766.0,2084.0,364.0,40025.227
2304103,Crateús - CE,2024,2067.0,1972.83,8464.0,10697.0,2178.0,232870.702
2304202,Crato - CE,2024,3731.0,2614.72,19863.0,24105.0,3935.0,660929.534
2304236,Croatá - CE,2024,270.0,2555.6,1137.0,1380.0,281.0,42049.489
2304251,Cruz - CE,2024,1137.0,2156.81,3465.0,4699.0,1173.0,122129.503
2304269,Deputado Irapuan Pinheiro - CE,2024,182.0,2175.02,795.0,947.0,187.0,26340.694
2304277,Ereré - CE,2024,118.0,2410.74,656.0,743.0,119.0,20574.738
2304285,Eusébio - CE,2024,7398.0,2990.88,49385.0,59485.0,7581.0,1918252.876
2304301,Farias Brito - CE,2024,353.0,2503.63,1450.0,1781.0,364.0,47640.305
2304350,Forquilha - CE,2024,506.0,2135.27,2521.0,3015.0,512.0,79804.956
2304400,Fortaleza - CE,2024,132367.0,3526.35,853909.0,1025173.0,142434.0,38683833.19
2304459,Fortim - CE,2024,603.0,2140.62,2482.0,3218.0,617.0,73227.379
2304509,Frecheirinha - CE,2024,305.0,1368.28,6018.0,6293.0,324.0,105538.901
2304608,General Sampaio - CE,2024,180.0,1872.44,774.0,947.0,182.0,22470.782
2304657,Graça - CE,2024,208.0,2987.13,911.0,1106.0,218.0,34173.106
2304707,Granja - CE,2024,709.0,1968.63,4660.0,5306.0,749.0,116346.914
2304806,Granjeiro - CE,2024,95.0,1260.96,639.0,703.0,96.0,10864.65
2304905,Groaíras - CE,2024,364.0,2023.07,984.0,1339.0,366.0,30880.51
2304954,Guaiúba - CE,2024,378.0,2310.68,2510.0,2908.0,388.0,72183.72
2305001,Guaraciaba do Norte - CE,2024,1006.0,2558.15,3207.0,4256.0,1047.0,103960.948
2305100,Guaramiranga - CE,2024,286.0,1885.66,1043.0,1367.0,295.0,24737.138
2305209,Hidrolândia - CE,2024,396.0,2412.84,1321.0,1699.0,399.0,40673.205
2305233,Horizonte - CE,2024,1786.0,2086.43,23760.0,25636.0,2003.0,618257.775
2305266,Ibaretama - CE,2024,229.0,2529.53,943.0,1132.0,230.0,31317.262
2305308,Ibiapina - CE,2024,489.0,2926.19,1698.0,2174.0,509.0,56726.34
2305332,Ibicuitinga - CE,2024,211.0,2158.96,1100.0,1276.0,212.0,30269.452
2305357,Icapuí - CE,2024,714.0,2587.15,4064.0,4772.0,731.0,130515.1
2305407,Icó - CE,2024,1286.0,2166.16,5058.0,6418.0,1330.0,141872.472
2305506,Iguatu - CE,2024,3525.0,2366.73,15834.0,19761.0,3705.0,491465.086
2305605,Independência - CE,2024,594.0,2684.42,1478.0,2067.0,612.0,51958.867
2305654,Ipaporanga - CE,2024,169.0,1501.6,952.0,1100.0,171.0,29995.451
2305704,Ipaumirim - CE,2024,269.0,2637.37,1411.0,1650.0,287.0,42157.489
2305803,Ipu - CE,2024,985.0,2121.89,4192.0,5244.0,1015.0,117091.335
2305902,Ipueiras - CE,2024,557.0,2377.15,2103.0,2636.0,568.0,82981.362
2306009,Iracema - CE,2024,395.0,3008.82,1144.0,1516.0,417.0,44650.959
2306108,Irauçuba - CE,2024,438.0,2106.89,1634.0,2036.0,448.0,46049.456
2306207,Itaiçaba - CE,2024,188.0,2052.9,790.0,941.0,192.0,21268.217
2306256,Itaitinga - CE,2024,1693.0,2841.16,11319.0,13090.0,1831.0,438400.149
